oid,town_na,road_na,site,x,y,CDate,lon,lat
12810,新莊區,中山路,人行道,299635.004114,2772672.769001,2013-09-03 16:06:32.65,121.4919688,25.06143734
12811,新莊區,中山路,人行道,299622.717387,2772672.720955,2013-09-03 16:06:32.65,121.4918471,25.06143731
12812,新莊區,中山路,人行道,299599.589708,2772674.846122,2013-09-03 16:06:32.65,121.4916179,25.06145725
12813,新莊區,中山路,人行道,299591.382373,2772674.474939,2013-09-03 16:06:32.65,121.4915365,25.06145417
12814,新莊區,中山路,人行道,299584.980409,2772674.45598,2013-09-03 16:06:32.65,121.4914731,25.06145421
12815,新莊區,中山路,人行道,299580.391625,2772674.703278,2013-09-03 16:06:32.65,121.4914276,25.0614566
12816,新莊區,中山路,人行道,299560.206845,2772674.617313,2013-09-03 16:06:32.65,121.4912276,25.06145648
12817,板橋區,文化路,中央分隔島,296672.340433,2767575.118935,2013-09-03 16:06:32.65,121.4624319,25.01550993
12818,新莊區,中山路,人行道,299554.952182,2772674.696586,2013-09-03 16:06:32.65,121.4911755,25.06145737
12819,新莊區,中山路,中央分隔島,299560.268098,2772662.988185,2013-09-03 16:06:32.65,121.4912277,25.06135149
12820,新莊區,中山路,中央分隔島,299554.558053,2772663.134934,2013-09-03 16:06:32.65,121.4911712,25.061353
12821,新莊區,中山路,中央分隔島,299550.582644,2772663.118762,2013-09-03 16:06:32.65,121.4911318,25.06135299
12822,新莊區,中山路,中央分隔島,299543.308387,2772663.090322,2013-09-03 16:06:32.65,121.4910597,25.06135297
12823,新莊區,中山路,中央分隔島,299539.618666,2772663.407884,2013-09-03 16:06:32.65,121.4910231,25.06135596
12824,新莊區,中山路,中央分隔島,299529.627874,2772663.407884,2013-09-03 16:06:32.65,121.4909241,25.06135628
12825,新莊區,中山路,中央分隔島,299525.608324,2772663.566899,2013-09-03 16:06:32.65,121.4908842,25.06135785
12826,新莊區,中山路,中央分隔島,299523.056684,2772663.681304,2013-09-03 16:06:32.65,121.490859,25.06135897
12827,新莊區,中山路,中央分隔島,299519.867134,2772663.608723,2013-09-03 16:06:32.65,121.4908273,25.06135842
12828,板橋區,中山路,中央分隔島,298414.336332,2767964.862831,2013-09-03 16:06:32.65,121.4797049,25.01897388
12829,板橋區,文化路,中央分隔島,296676.019609,2767580.564115,2013-09-03 16:06:32.65,121.4624685,25.01555898
12830,新莊區,中山路,中央分隔島,299516.039674,2772663.608723,2013-09-03 16:06:32.65,121.4907894,25.06135854
12831,新莊區,中山路,中央分隔島,299513.399282,2772663.82136,2013-09-03 16:06:32.65,121.4907632,25.06136055
12832,新莊區,中山路,中央分隔島,299510.936395,2772664.017824,2013-09-03 16:06:32.65,121.4907388,25.0613624
12833,新莊區,中山路,中央分隔島,299507.959481,2772663.90342,2013-09-03 16:06:32.65,121.4907093,25.06136147
12834,新莊區,中山路,中央分隔島,299504.982568,2772663.90342,2013-09-03 16:06:32.65,121.4906798,25.06136157
12835,新莊區,中山路,人行道,299537.957892,2772650.08873,2013-09-03 16:06:32.65,121.4910062,25.06123577
12836,新莊區,中山路,人行道,299528.444711,2772650.850524,2013-09-03 16:06:32.65,121.4909119,25.06124296
12837,新莊區,中山路,人行道,299520.911828,2772651.046519,2013-09-03 16:06:32.65,121.4908372,25.06124497
12838,新莊區,中山路,人行道,299501.80919,2772651.046988,2013-09-03 16:06:32.65,121.4906479,25.0612456
12839,新莊區,中山路,人行道,299484.782086,2772651.06316,2013-09-03 16:06:32.65,121.4904791,25.06124631
12840,板橋區,文化路,中央分隔島,296680.728954,2767586.450797,2013-09-03 16:06:32.65,121.4625154,25.01561198
12841,新莊區,中山路,人行道,299527.46127,2772675.222618,2013-09-03 16:06:32.65,121.490903,25.06146302
12842,新莊區,中山路,人行道,299522.720163,2772674.926334,2013-09-03 16:06:32.65,121.490856,25.0614605
12843,新莊區,中山路,人行道,299514.862557,2772675.533487,2013-09-03 16:06:32.65,121.4907782,25.06146624
12844,新莊區,中山路,人行道,299470.023252,2772651.453302,2013-09-03 16:06:32.65,121.4903329,25.06125031
12845,新莊區,中山路,人行道,299460.737502,2772651.114934,2013-09-03 16:06:32.65,121.4902408,25.06124756
12846,新莊區,中山路,人行道,299450.924342,2772651.422545,2013-09-03 16:06:32.65,121.4901436,25.06125066
12847,新莊區,中山路,人行道,299418.864723,2772652.33898,2013-09-03 16:06:32.65,121.4898259,25.06125998
12848,新莊區,中山路,中央分隔島,299487.088745,2772664.329893,2013-09-03 16:06:32.65,121.4905025,25.061366
12849,新莊區,中山路,中央分隔島,299479.956131,2772664.133429,2013-09-03 16:06:32.65,121.4904318,25.06136446
12850,新莊區,中山路,中央分隔島,299476.488056,2772663.90462,2013-09-03 16:06:32.65,121.4903974,25.06136251
12851,板橋區,文化路,中央分隔島,296682.789293,2767589.688472,2013-09-03 16:06:32.65,121.4625359,25.01564114
12852,新莊區,中山路,中央分隔島,299472.726485,2772664.133429,2013-09-03 16:06:32.65,121.4903601,25.0613647
12853,新莊區,中山路,中央分隔島,299470.060441,2772664.264005,2013-09-03 16:06:32.65,121.4903337,25.06136596
12854,新莊區,中山路,中央分隔島,299466.969123,2772664.378409,2013-09-03 16:06:32.65,121.4903031,25.0613671
12855,新莊區,中山路,中央分隔島,299464.368967,2772664.378409,2013-09-03 16:06:32.65,121.4902773,25.06136718
12856,新莊區,中山路,中央分隔島,299461.179417,2772664.378409,2013-09-03 16:06:32.65,121.4902457,25.06136729
12857,新莊區,中山路,中央分隔島,299458.054556,2772664.264005,2013-09-03 16:06:32.65,121.4902147,25.06136636
12858,新莊區,中山路,中央分隔島,299454.97941,2772664.492814,2013-09-03 16:06:32.65,121.4901842,25.06136852
12859,新莊區,中山路,中央分隔島,299451.380759,2772664.492814,2013-09-03 16:06:32.65,121.4901486,25.06136864
12860,新莊區,中山路,中央分隔島,299448.224754,2772664.721622,2013-09-03 16:06:32.65,121.4901173,25.06137081
12861,新莊區,中山路,中央分隔島,299445.051376,2772664.607218,2013-09-03 16:06:32.65,121.4900858,25.06136988
12862,板橋區,文化路,中央分隔島,296688.234474,2767598.665662,2013-09-03 16:06:32.65,121.4625902,25.01572202
12863,新莊區,中山路,人行道,299509.1091,2772675.481714,2013-09-03 16:06:32.65,121.4907211,25.06146596
12864,新莊區,中山路,人行道,299505.121424,2772675.395279,2013-09-03 16:06:32.65,121.4906816,25.06146531
12865,新莊區,中山路,人行道,299501.592953,2772675.46786,2013-09-03 16:06:32.65,121.4906466,25.06146608
12866,新莊區,中山路,人行道,299497.61317,2772675.7318,2013-09-03 16:06:32.65,121.4906072,25.06146859
12867,新莊區,中山路,人行道,299492.549314,2772675.948811,2013-09-03 16:06:32.65,121.490557,25.06147072
12868,新莊區,中山路,人行道,299484.251379,2772675.941649,2013-09-03 16:06:32.65,121.4904748,25.06147093
12869,新莊區,中山路,人行道,299479.737494,2772675.893133,2013-09-03 16:06:32.65,121.49043,25.06147064
12870,新莊區,中山路,人行道,299475.581793,2772676.220174,2013-09-03 16:06:32.65,121.4903889,25.06147372
12871,新莊區,中山路,人行道,299469.988551,2772676.448983,2013-09-03 16:06:32.65,121.4903334,25.06147597
12872,新莊區,中山路,人行道,299466.029315,2772676.448983,2013-09-03 16:06:32.65,121.4902942,25.0614761
12873,板橋區,文化路,中央分隔島,296691.766483,2767603.816509,2013-09-03 16:06:32.65,121.4626253,25.01576842
12874,新莊區,中山路,人行道,299461.924531,2772676.448983,2013-09-03 16:06:32.65,121.4902535,25.06147624
12875,新莊區,中山路,人行道,299457.112347,2772676.302234,2013-09-03 16:06:32.65,121.4902058,25.06147507
12876,新莊區,中山路,人行道,299452.872186,2772676.432811,2013-09-03 16:06:32.65,121.4901638,25.06147639
12877,新莊區,中山路,人行道,299450.089337,2772676.302234,2013-09-03 16:06:32.65,121.4901362,25.0614753
12878,新莊區,中山路,人行道,299446.720694,2772676.302234,2013-09-03 16:06:32.65,121.4901028,25.06147541
12879,新莊區,中山路,人行道,299443.97139,2772676.302234,2013-09-03 16:06:32.65,121.4900756,25.0614755
12880,新莊區,中山路,人行道,299436.741744,2772676.743679,2013-09-03 16:06:32.65,121.4900039,25.06147972
12881,新莊區,中山路,人行道,299433.322185,2772676.629275,2013-09-03 16:06:32.65,121.48997,25.0614788
12882,新莊區,中山路,人行道,299309.978584,2772654.007729,2013-09-03 16:06:32.65,121.4887467,25.0612786
12883,新莊區,中山路,人行道,299319.384313,2772654.25271,2013-09-03 16:06:32.65,121.4888399,25.06128051
12884,板橋區,文化路,中央分隔島,296695.298492,2767609.114523,2013-09-03 16:06:32.65,121.4626605,25.01581614
12885,新莊區,中山路,人行道,299331.006958,2772653.563027,2013-09-03 16:06:32.65,121.4889551,25.0612739
12886,新莊區,中山路,人行道,299355.987157,2772649.545116,2013-09-03 16:06:32.65,121.4892025,25.06123681
12887,新莊區,中山路,中央分隔島,299391.745464,2772665.408049,2013-09-03 16:06:32.65,121.4895575,25.06137885
12888,新莊區,中山路,中央分隔島,299376.95136,2772665.865666,2013-09-03 16:06:32.65,121.4894109,25.06138347
12889,新莊區,中山路,中央分隔島,299387.944347,2772665.048663,2013-09-03 16:06:32.65,121.4895198,25.06137573
12890,新莊區,中山路,中央分隔島,299380.734473,2772665.653029,2013-09-03 16:06:32.65,121.4894484,25.06138143
12891,新莊區,中山路,中央分隔島,299373.995989,2772665.751262,2013-09-03 16:06:32.65,121.4893816,25.06138253
12892,新莊區,中山路,中央分隔島,299368.811849,2772665.751262,2013-09-03 16:06:32.65,121.4893302,25.0613827
12893,新莊區,中山路,中央分隔島,299360.734056,2772665.98007,2013-09-03 16:06:32.65,121.4892502,25.06138503
12894,新莊區,中山路,中央分隔島,299356.440147,2772665.770221,2013-09-03 16:06:32.65,121.4892076,25.06138328
12895,板橋區,文化路,中央分隔島,296698.389,2767613.088033,2013-09-03 16:06:32.65,121.4626913,25.01585192
12896,新莊區,中山路,中央分隔島,299353.88666,2772665.894105,2013-09-03 16:06:32.65,121.4891823,25.06138448
12897,新莊區,中山路,中央分隔島,299350.342099,2772666.106742,2013-09-03 16:06:32.65,121.4891472,25.06138651
12898,新莊區,中山路,中央分隔島,299347.206171,2772665.982858,2013-09-03 16:06:32.65,121.4891161,25.0613855
12899,新莊區,中山路,中央分隔島,299344.229258,2772666.07161,2013-09-03 16:06:32.65,121.4890866,25.0613864
12900,新莊區,中山路,中央分隔島,299341.252344,2772666.160363,2013-09-03 16:06:32.65,121.4890571,25.06138729
12901,新莊區,中山路,中央分隔島,299334.512272,2772666.312686,2013-09-03 16:06:32.65,121.4889903,25.06138889
12902,新莊區,中山路,中央分隔島,299331.708407,2772666.331646,2013-09-03 16:06:32.65,121.4889625,25.06138915
12903,新莊區,中山路,中央分隔島,299329.262631,2772666.324483,2013-09-03 16:06:32.65,121.4889383,25.06138917
12904,新莊區,中山路,人行道,299430.197323,2772676.629275,2013-09-03 16:06:32.65,121.489939,25.0614789
12905,新莊區,中山路,人行道,299426.843653,2772676.823422,2013-09-03 16:06:32.65,121.4899058,25.06148076
12906,板橋區,文化路,中央分隔島,296701.773842,2767617.797379,2013-09-03 16:06:32.65,121.462725,25.01589433
12907,新莊區,中山路,人行道,299422.998643,2772677.052231,2013-09-03 16:06:32.65,121.4898677,25.06148296
12908,新莊區,中山路,人行道,299415.713871,2772677.07119,2013-09-03 16:06:32.65,121.4897955,25.06148337
12909,新莊區,中山路,人行道,299407.511172,2772676.772119,2013-09-03 16:06:32.65,121.4897142,25.06148093
12910,新莊區,中山路,人行道,299402.891371,2772676.985225,2013-09-03 16:06:32.65,121.4896684,25.06148301
12911,新莊區,中山路,人行道,299399.144009,2772677.185595,2013-09-03 16:06:32.65,121.4896313,25.06148494
12912,新莊區,中山路,人行道,299395.340741,2772677.475187,2013-09-03 16:06:32.65,121.4895936,25.06148768
12913,新莊區,中山路,人行道,299391.872196,2772677.302317,2013-09-03 16:06:32.65,121.4895592,25.06148623
12914,新莊區,中山路,人行道,299387.465552,2772677.416721,2013-09-03 16:06:32.65,121.4895155,25.06148741
12915,新莊區,中山路,人行道,299380.455318,2772677.531125,2013-09-03 16:06:32.65,121.4894461,25.06148867
12916,新莊區,中山路,人行道,299374.236612,2772677.594696,2013-09-03 16:06:32.65,121.4893844,25.06148945
12917,板橋區,文化路,中央分隔島,296705.158684,2767622.359557,2013-09-03 16:06:32.65,121.4627587,25.01593541
12918,新莊區,中山路,人行道,299344.016621,2772677.855379,2013-09-03 16:06:32.65,121.4890849,25.06149279
12919,新莊區,中山路,人行道,299338.832481,2772678.084187,2013-09-03 16:06:32.65,121.4890335,25.06149502
12920,新莊區,中山路,人行道,299287.899034,2772654.341463,2013-09-03 16:06:32.65,121.4885279,25.06128233
12921,新莊區,中山路,人行道,299276.18368,2772654.341463,2013-09-03 16:06:32.65,121.4884118,25.06128272
12922,新莊區,中山路,中央分隔島,299300.672027,2772667.010909,2013-09-03 16:06:32.65,121.4886549,25.0613963
12923,新莊區,中山路,中央分隔島,299297.500967,2772667.188415,2013-09-03 16:06:32.65,121.4886235,25.061398
12924,新莊區,中山路,中央分隔島,299294.365038,2772667.223546,2013-09-03 16:06:32.65,121.4885924,25.06139842
12925,新莊區,中山路,中央分隔島,299288.321322,2772667.277167,2013-09-03 16:06:32.65,121.4885325,25.0613991
12926,新莊區,中山路,中央分隔島,299285.635849,2772667.277167,2013-09-03 16:06:32.65,121.4885059,25.06139919
12927,新莊區,中山路,中央分隔島,299282.943683,2772667.153283,2013-09-03 16:06:32.65,121.4884792,25.06139816
12928,板橋區,文化路,中央分隔島,296707.36619,2767625.302898,2013-09-03 16:06:32.65,121.4627806,25.01596192
12929,新莊區,中山路,中央分隔島,299271.335122,2772667.534415,2013-09-03 16:06:32.65,121.4883642,25.06140198
12930,新莊區,中山路,中央分隔島,299266.677453,2772667.648819,2013-09-03 16:06:32.65,121.488318,25.06140317
12931,新莊區,中山路,中央分隔島,299262.528704,2772667.896588,2013-09-03 16:06:32.65,121.4882769,25.06140554
12932,新莊區,中山路,中央分隔島,299258.86026,2772667.702441,2013-09-03 16:06:32.65,121.4882405,25.0614039
12933,新莊區,中山路,中央分隔島,299255.103063,2772667.791193,2013-09-03 16:06:32.65,121.4882033,25.06140483
12934,新莊區,中山路,中央分隔島,299251.046325,2772667.861456,2013-09-03 16:06:32.65,121.4881631,25.06140559
12935,新莊區,中山路,中央分隔島,299248.492837,2772667.879946,2013-09-03 16:06:32.65,121.4881378,25.06140584
12936,新莊區,中山路,中央分隔島,299245.12003,2772667.826325,2013-09-03 16:06:32.65,121.4881043,25.06140547
12937,新莊區,中山路,人行道,299308.116158,2772678.776188,2013-09-03 16:06:32.65,121.4887291,25.06150227
12938,新莊區,中山路,人行道,299297.636178,2772678.703608,2013-09-03 16:06:32.65,121.4886252,25.06150196
12939,板橋區,中山路,中央分隔島,298425.680257,2767973.319211,2013-09-03 16:06:32.65,121.4798176,25.01904986
12940,板橋區,文化路,中央分隔島,296712.958538,2767632.514083,2013-09-03 16:06:32.65,121.4628363,25.01602685
12941,新莊區,中山路,人行道,299286.549255,2772679.284639,2013-09-03 16:06:32.65,121.4885154,25.06150757
12942,新莊區,中山路,人行道,299277.176601,2772678.957598,2013-09-03 16:06:32.65,121.4884225,25.06150492
12943,新莊區,中山路,人行道,299266.067721,2772678.99273,2013-09-03 16:06:32.65,121.4883124,25.0615056
12944,新莊區,中山路,人行道,299233.976228,2772679.16633,2013-09-03 16:06:32.65,121.4879943,25.06150821
12945,新莊區,中山路,人行道,299227.491734,2772655.17352,2013-09-03 16:06:32.65,121.4879292,25.06129181
12946,新莊區,中山路,人行道,299219.908925,2772655.227141,2013-09-03 16:06:32.65,121.487854,25.06129255
12947,新莊區,中山路,中央分隔島,299217.268533,2772667.933567,2013-09-03 16:06:32.65,121.4878283,25.06140735
12948,新莊區,中山路,中央分隔島,299215.297486,2772667.987188,2013-09-03 16:06:32.65,121.4878088,25.06140789
12949,新莊區,中山路,中央分隔島,299212.337215,2772667.968698,2013-09-03 16:06:32.65,121.4877794,25.06140782
12950,新莊區,中山路,中央分隔島,299209.535959,2772668.00383,2013-09-03 16:06:32.65,121.4877517,25.06140823
12951,板橋區,文化路,中央分隔島,296716.049046,2767637.223429,2013-09-03 16:06:32.65,121.4628671,25.01606927
12952,新莊區,中山路,中央分隔島,299205.867515,2772667.968698,2013-09-03 16:06:32.65,121.4877153,25.06140803
12953,新莊區,中山路,中央分隔島,299203.225275,2772668.092582,2013-09-03 16:06:32.65,121.4876891,25.06140924
12954,新莊區,中山路,中央分隔島,299191.114694,2772668.712003,2013-09-03 16:06:32.65,121.4875691,25.06141522
12955,新莊區,中山路,中央分隔島,299188.614358,2772668.800755,2013-09-03 16:06:32.65,121.4875443,25.06141611
12956,新莊區,中山路,中央分隔島,299186.007249,2772668.676871,2013-09-03 16:06:32.65,121.4875185,25.06141507
12957,新莊區,中山路,中央分隔島,299183.703377,2772668.730492,2013-09-03 16:06:32.65,121.4874957,25.06141563
12958,新莊區,中山路,中央分隔島,299177.433368,2772669.137276,2013-09-03 16:06:32.65,121.4874335,25.06141951
12959,新莊區,中山路,中央分隔島,299174.190197,2772668.819245,2013-09-03 16:06:32.65,121.4874014,25.06141674
12960,新莊區,中山路,中央分隔島,299171.705124,2772668.889508,2013-09-03 16:06:32.65,121.4873767,25.06141746
12961,新莊區,中山路,中央分隔島,299167.086022,2772669.022872,2013-09-03 16:06:32.65,121.487331,25.06141881
12962,板橋區,文化路,中央分隔島,296720.611225,2767642.374276,2013-09-03 16:06:32.65,121.4629124,25.01611563
12963,新莊區,中山路,中央分隔島,299164.795065,2772669.013392,2013-09-03 16:06:32.65,121.4873083,25.0614188
12964,新莊區,中山路,中央分隔島,299158.599306,2772669.137276,2013-09-03 16:06:32.65,121.4872468,25.06142012
12965,新莊區,中山路,中央分隔島,299155.394702,2772669.26116,2013-09-03 16:06:32.65,121.4872151,25.06142134
12966,新莊區,中山路,中央分隔島,299151.881838,2772669.26116,2013-09-03 16:06:32.65,121.4871803,25.06142146
12967,新莊區,中山路,人行道,299207.304637,2772679.218573,2013-09-03 16:06:32.65,121.48773,25.06150955
12968,新莊區,中山路,人行道,299175.723735,2772679.883983,2013-09-03 16:06:32.65,121.487417,25.06151659
12969,新莊區,中山路,人行道,296797.974009,2772626.302567,2013-09-03 16:06:32.65,121.4638481,25.06110834
12970,新莊區,中山路,人行道,296804.789244,2772627.366903,2013-09-03 16:06:32.65,121.4639157,25.06111774
12971,新莊區,中山路,人行道,296819.363411,2772629.96084,2013-09-03 16:06:32.65,121.4640603,25.0611407
12972,新莊區,中山路,人行道,296825.901988,2772631.353841,2013-09-03 16:06:32.65,121.4641251,25.06115308
12973,板橋區,文化路,中央分隔島,296711.045366,2767628.982074,2013-09-03 16:06:32.65,121.4628172,25.01599502
12974,新莊區,中山路,人行道,296835.939361,2772632.681666,2013-09-03 16:06:32.65,121.4642246,25.06116475
12975,新莊區,中山路,人行道,296997.842349,2772681.014411,2013-09-03 16:06:32.65,121.465831,25.06159608
12976,新莊區,中山路,人行道,297005.595031,2772681.684909,2013-09-03 16:06:32.65,121.4659078,25.06160189
12977,新莊區,中山路,人行道,297010.919504,2772682.609186,2013-09-03 16:06:32.65,121.4659607,25.06161007
12978,新莊區,中山路,人行道,297017.246597,2772683.533464,2013-09-03 16:06:32.65,121.4660234,25.06161821
12979,新莊區,中山路,人行道,297022.714589,2772684.382857,2013-09-03 16:06:32.65,121.4660776,25.06162571
12980,新莊區,中山路,人行道,297027.729815,2772684.991639,2013-09-03 16:06:32.65,121.4661273,25.06163105
12981,新莊區,中山路,人行道,297032.76792,2772685.160826,2013-09-03 16:06:32.65,121.4661773,25.06163242
12982,新莊區,中山路,中央分隔島,299665.941291,2772660.690184,2013-09-03 16:06:32.65,121.492275,25.06132728
12983,新莊區,中山路,人行道,299665.97232,2772685.304547,2013-09-03 16:06:32.65,121.4922762,25.06154949
12984,板橋區,文化路,人行道,296659.242565,2767579.386779,2013-09-03 16:06:32.65,121.4623023,25.01554886
12985,新莊區,中山路,人行道,299663.618523,2772681.835793,2013-09-03 16:06:32.65,121.4922528,25.06151825
12986,新莊區,中山路,人行道,299660.397537,2772678.490923,2013-09-03 16:06:32.65,121.4922207,25.06148816
12987,新莊區,中山路,人行道,299651.849537,2772675.022169,2013-09-03 16:06:32.65,121.4921359,25.06145713
12988,新莊區,中山路,人行道,299645.51249,2772675.165013,2013-09-03 16:06:32.65,121.4920731,25.06145863
12989,新莊區,中山路,人行道,299633.266927,2772675.403301,2013-09-03 16:06:32.65,121.4919517,25.06146118
12990,新莊區,中山路,人行道,299629.054868,2772675.393822,2013-09-03 16:06:32.65,121.49191,25.06146123
12991,新莊區,中山路,人行道,299620.382984,2772675.889358,2013-09-03 16:06:32.65,121.491824,25.06146599
12992,新莊區,中山路,人行道,299604.401939,2772676.632662,2013-09-03 16:06:32.65,121.4916657,25.06147323
12993,新莊區,中山路,人行道,299590.40304,2772677.252083,2013-09-03 16:06:32.65,121.4915269,25.06147928
12994,新莊區,中山路,人行道,299599.198808,2772677.023274,2013-09-03 16:06:32.65,121.4916141,25.06147692
12995,板橋區,文化路,人行道,296663.363243,2767584.83196,2013-09-03 16:06:32.65,121.4623433,25.0155979
12996,新莊區,中山路,人行道,299585.019147,2772677.042233,2013-09-03 16:06:32.65,121.4914736,25.06147756
12997,新莊區,中山路,人行道,299576.794752,2772677.242603,2013-09-03 16:06:32.65,121.4913921,25.06147964
12998,新莊區,中山路,人行道,299580.740083,2772677.137678,2013-09-03 16:06:32.65,121.4914312,25.06147856
12999,新莊區,中山路,人行道,299563.272429,2772676.88043,2013-09-03 16:06:32.65,121.491258,25.06147681
13000,新莊區,中山路,人行道,299550.884023,2772677.128198,2013-09-03 16:06:32.65,121.4911352,25.06147945
13001,新莊區,中山路,人行道,299557.82153,2772677.004314,2013-09-03 16:06:32.65,121.491204,25.06147811
13002,新莊區,中山路,人行道,299554.105008,2772677.252083,2013-09-03 16:06:32.65,121.4911672,25.06148047
13003,新莊區,中山路,人行道,299535.522398,2772677.871503,2013-09-03 16:06:32.65,121.490983,25.06148667
13004,新莊區,中山路,人行道,299531.434224,2772678.119271,2013-09-03 16:06:32.65,121.4909425,25.06148904
13005,新莊區,中山路,人行道,299526.850514,2772678.243155,2013-09-03 16:06:32.65,121.4908971,25.06149031
13006,板橋區,文化路,人行道,296698.830501,2767632.219749,2013-09-03 16:06:32.65,121.4626963,25.01602462
13007,新莊區,中山路,人行道,299522.390687,2772678.243155,2013-09-03 16:06:32.65,121.4908529,25.06149045
13008,新莊區,中山路,人行道,299518.054745,2772678.367039,2013-09-03 16:06:32.65,121.4908099,25.06149171
13009,新莊區,中山路,人行道,299514.462107,2772678.490923,2013-09-03 16:06:32.65,121.4907743,25.06149295
13010,新莊區,中山路,人行道,299508.639556,2772678.367039,2013-09-03 16:06:32.65,121.4907166,25.06149202
13011,新莊區,中山路,人行道,299504.17973,2772678.367039,2013-09-03 16:06:32.65,121.4906724,25.06149217
13012,新莊區,中山路,人行道,299500.21544,2772678.490923,2013-09-03 16:06:32.65,121.4906331,25.06149342
13013,新莊區,中山路,人行道,299496.127265,2772678.614807,2013-09-03 16:06:32.65,121.4905926,25.06149467
13014,新莊區,中山路,人行道,299492.162975,2772678.862575,2013-09-03 16:06:32.65,121.4905533,25.06149704
13015,新莊區,中山路,人行道,299487.827033,2772678.986459,2013-09-03 16:06:32.65,121.4905103,25.0614983
13016,新莊區,中山路,人行道,299482.500018,2772678.367039,2013-09-03 16:06:32.65,121.4904575,25.06149288
13017,板橋區,文化路,人行道,296705.011517,2767641.049772,2013-09-03 16:06:32.65,121.4627578,25.01610415
13018,新莊區,中山路,人行道,299478.783496,2772678.367039,2013-09-03 16:06:32.65,121.4904207,25.061493
13019,新莊區,中山路,人行道,299473.828133,2772678.614807,2013-09-03 16:06:32.65,121.4903716,25.0614954
13020,新莊區,中山路,人行道,299469.120539,2772678.738691,2013-09-03 16:06:32.65,121.4903249,25.06149667
13021,新莊區,中山路,人行道,299465.156249,2772678.738691,2013-09-03 16:06:32.65,121.4902856,25.0614968
13022,新莊區,中山路,人行道,299460.820307,2772678.986459,2013-09-03 16:06:32.65,121.4902427,25.06149918
13023,新莊區,中山路,人行道,299455.74106,2772678.986459,2013-09-03 16:06:32.65,121.4901923,25.06149935
13024,新莊區,中山路,人行道,299450.785697,2772679.234228,2013-09-03 16:06:32.65,121.4901432,25.06150175
13025,新莊區,中山路,人行道,299445.70645,2772679.367591,2013-09-03 16:06:32.65,121.4900929,25.06150312
13026,新莊區,中山路,人行道,299441.237144,2772679.262667,2013-09-03 16:06:32.65,121.4900486,25.06150232
13027,新莊區,中山路,人行道,299436.52955,2772679.500955,2013-09-03 16:06:32.65,121.4900019,25.06150462
13028,板橋區,文化路,人行道,296709.426529,2767646.789287,2013-09-03 16:06:32.65,121.4628018,25.01615583
13029,新莊區,中山路,人行道,299432.326971,2772679.748723,2013-09-03 16:06:32.65,121.4899603,25.06150699
13030,新莊區,中山路,人行道,299428.372161,2772679.643799,2013-09-03 16:06:32.65,121.4899211,25.06150618
13031,新莊區,中山路,人行道,299423.035666,2772679.634319,2013-09-03 16:06:32.65,121.4898682,25.06150627
13032,新莊區,中山路,人行道,299419.19526,2772679.519915,2013-09-03 16:06:32.65,121.4898301,25.06150536
13033,新莊區,中山路,人行道,299415.107086,2772679.729764,2013-09-03 16:06:32.65,121.4897896,25.06150739
13034,新莊區,中山路,人行道,299410.399492,2772679.853648,2013-09-03 16:06:32.65,121.4897429,25.06150866
13035,新莊區,中山路,人行道,299406.063549,2772680.101416,2013-09-03 16:06:32.65,121.4897,25.06151104
13036,新莊區,中山路,人行道,299401.727607,2772680.101416,2013-09-03 16:06:32.65,121.489657,25.06151118
13037,新莊區,中山路,人行道,299411.475468,2772676.841864,2013-09-03 16:06:32.65,121.4897535,25.06148143
13038,新莊區,中山路,人行道,299396.276708,2772680.2253,2013-09-03 16:06:32.65,121.489603,25.06151248
13039,板橋區,文化路,人行道,296683.96663,2767554.809882,2013-09-03 16:06:32.65,121.4625464,25.01532622
13040,新莊區,中山路,人行道,299391.940766,2772679.977532,2013-09-03 16:06:32.65,121.48956,25.06151038
13041,新莊區,中山路,人行道,299386.861519,2772680.101416,2013-09-03 16:06:32.65,121.4895097,25.06151166
13042,新莊區,中山路,人行道,299381.41062,2772680.349184,2013-09-03 16:06:32.65,121.4894556,25.06151408
13043,新莊區,中山路,人行道,299377.322446,2772680.349184,2013-09-03 16:06:32.65,121.4894151,25.06151421
13044,新莊區,中山路,人行道,299390.701925,2772649.74982,2013-09-03 16:06:32.65,121.4895466,25.06123753
13045,新莊區,中山路,人行道,299382.77205,2772649.988108,2013-09-03 16:06:32.65,121.489468,25.06123994
13046,新莊區,中山路,人行道,299374.108997,2772649.988108,2013-09-03 16:06:32.65,121.4893822,25.06124022
13047,新莊區,中山路,人行道,299378.073287,2772650.111992,2013-09-03 16:06:32.65,121.4894215,25.06124121
13048,新莊區,中山路,人行道,299369.353356,2772650.226397,2013-09-03 16:06:32.65,121.489335,25.06124253
13049,新莊區,中山路,人行道,299371.995431,2772651.979733,2013-09-03 16:06:32.65,121.4893613,25.06125827
13050,板橋區,中山路,中央分隔島,298422.380206,2767970.741046,2013-09-03 16:06:32.65,121.4797848,25.01902669
13051,板橋區,文化路,人行道,296687.057138,2767558.489058,2013-09-03 16:06:32.65,121.4625771,25.01535934
13052,新莊區,中山路,人行道,299372.86262,2772680.596952,2013-09-03 16:06:32.65,121.4893709,25.0615166
13053,新莊區,中山路,人行道,299367.535605,2772680.473068,2013-09-03 16:06:32.65,121.4893181,25.06151565
13054,新莊區,中山路,人行道,299363.695199,2772680.349184,2013-09-03 16:06:32.65,121.48928,25.06151466
