oid,town_na,road_na,site,x,y,CDate,lon,lat
492,板橋區,文化路,人行道,297112.261467,2768151.021493,2013-09-03 16:06:32.65,121.4668102,25.02069559
493,新莊區,思源路,人行道,296437.468451,2770416.435635,2013-09-03 16:06:32.65,121.4602005,25.04116872
494,新莊區,思源路,人行道,296394.716927,2770441.611424,2013-09-03 16:06:32.65,121.4597777,25.04139731
495,新莊區,思源路,人行道,296395.579449,2770412.28567,2013-09-03 16:06:32.65,121.4597852,25.04113253
496,新莊區,思源路,人行道,296400.451881,2770343.629108,2013-09-03 16:06:32.65,121.4598312,25.04051255
497,新莊區,思源路,人行道,296441.45208,2770345.1186,2013-09-03 16:06:32.65,121.4602376,25.04052474
498,新莊區,思源路,人行道,296441.671401,2770340.696328,2013-09-03 16:06:32.65,121.4602396,25.04048481
499,新莊區,思源路,人行道,296442.268998,2770335.46452,2013-09-03 16:06:32.65,121.4602453,25.04043756
500,新莊區,思源路,人行道,296443.290475,2770329.479849,2013-09-03 16:06:32.65,121.4602553,25.0403835
501,新莊區,思源路,人行道,296440.971524,2770360.9656,2013-09-03 16:06:32.65,121.4602333,25.04066782
502,新莊區,思源路,人行道,296443.880692,2770324.955298,2013-09-03 16:06:32.65,121.460261,25.04034263
503,板橋區,文化路,人行道,297115.626896,2768155.477506,2013-09-03 16:06:32.65,121.4668437,25.02073572
504,新莊區,思源路,人行道,296401.402497,2770317.277623,2013-09-03 16:06:32.65,121.4598398,25.04027462
505,新莊區,思源路,人行道,296402.783352,2770305.289383,2013-09-03 16:06:32.65,121.459853,25.04016635
506,新莊區,思源路,人行道,296403.948575,2770294.206178,2013-09-03 16:06:32.65,121.4598642,25.04006625
507,新莊區,思源路,人行道,296405.801156,2770283.20902,2013-09-03 16:06:32.65,121.4598822,25.03996691
508,新莊區,思源路,人行道,296410.285862,2770261.171168,2013-09-03 16:06:32.65,121.4599259,25.03976782
509,新莊區,思源路,人行道,296411.923835,2770256.212689,2013-09-03 16:06:32.65,121.459942,25.039723
510,新莊區,思源路,人行道,296412.959476,2770250.131498,2013-09-03 16:06:32.65,121.459952,25.03966807
511,新莊區,思源路,人行道,296414.598473,2770244.353009,2013-09-03 16:06:32.65,121.4599681,25.03961585
512,新莊區,思源路,人行道,296402.565674,2770312.23412,2013-09-03 16:06:32.65,121.4598511,25.04022905
513,新莊區,思源路,人行道,296439.23743,2770393.126839,2013-09-03 16:06:32.65,121.4602172,25.04095823
514,板橋區,文化路,人行道,297119.75619,2768161.975319,2013-09-03 16:06:32.65,121.4668848,25.02079425
515,新莊區,思源路,人行道,296435.496583,2770462.901763,2013-09-03 16:06:32.65,121.4601825,25.04158827
516,新莊區,思源路,人行道,296431.36285,2770549.648392,2013-09-03 16:06:32.65,121.4601445,25.04237155
517,新莊區,思源路,人行道,296431.255113,2770554.49656,2013-09-03 16:06:32.65,121.4601436,25.04241533
518,新莊區,思源路,人行道,296430.931901,2770565.270265,2013-09-03 16:06:32.65,121.4601407,25.0425126
519,新莊區,思源路,人行道,296425.86826,2771101.693045,2013-09-03 16:06:32.65,121.4601086,25.0473556
520,新莊區,思源路,人行道,296422.2052,2771510.339681,2013-09-03 16:06:32.65,121.4600861,25.05104499
521,新莊區,思源路,人行道,296421.666515,2771563.884996,2013-09-03 16:06:32.65,121.4600826,25.05152841
522,新莊區,思源路,人行道,296420.050459,2771708.683593,2013-09-03 16:06:32.65,121.4600714,25.05283571
523,新莊區,思源路,人行道,296418.218929,2772203.412134,2013-09-03 16:06:32.65,121.4600699,25.05730218
524,新莊區,思源路,人行道,296377.709798,2771915.64647,2013-09-03 16:06:32.65,121.4596588,25.05470547
525,板橋區,文化路,人行道,297122.206388,2768166.443326,2013-09-03 16:06:32.65,121.4669093,25.02083451
526,新莊區,思源路,中央分隔島,296390.638244,2771794.980972,2013-09-03 16:06:32.65,121.4597828,25.0536157
527,新莊區,思源路,中央分隔島,296387.082921,2771778.173992,2013-09-03 16:06:32.65,121.459747,25.05346408
528,新莊區,思源路,中央分隔島,296390.651963,2771708.595979,2013-09-03 16:06:32.65,121.4597801,25.05283582
529,新莊區,思源路,中央分隔島,296388.660217,2771660.509542,2013-09-03 16:06:32.65,121.4597587,25.05240175
530,新莊區,思源路,中央分隔島,296388.944752,2771644.101349,2013-09-03 16:06:32.65,121.459761,25.05225361
531,新莊區,思源路,中央分隔島,296389.418978,2771601.231389,2013-09-03 16:06:32.65,121.4597642,25.05186657
532,新莊區,思源路,中央分隔島,296389.418978,2771596.963362,2013-09-03 16:06:32.65,121.4597641,25.05182803
533,新莊區,思源路,人行道,296381.262304,2771441.60718,2013-09-03 16:06:32.65,121.459678,25.05042572
534,新莊區,思源路,人行道,296381.072614,2771405.281528,2013-09-03 16:06:32.65,121.4596749,25.05009778
535,新莊區,思源路,人行道,296380.882924,2771415.161453,2013-09-03 16:06:32.65,121.4596734,25.05018698
536,板橋區,文化路,人行道,297128.259818,2768178.117799,2013-09-03 16:06:32.65,121.4669696,25.02093972
537,新莊區,思源路,中央分隔島,296393.844347,2771259.861789,2013-09-03 16:06:32.65,121.4597966,25.04878454
538,新莊區,思源路,中央分隔島,296392.671125,2771238.450483,2013-09-03 16:06:32.65,121.4597842,25.04859127
539,新莊區,思源路,中央分隔島,296394.528727,2771241.872381,2013-09-03 16:06:32.65,121.4598028,25.04862211
540,新莊區,思源路,中央分隔島,296392.377819,2771222.416445,2013-09-03 16:06:32.65,121.4597808,25.04844652
541,新莊區,思源路,中央分隔島,296393.062199,2771216.550334,2013-09-03 16:06:32.65,121.4597874,25.04839354
542,新莊區,思源路,中央分隔島,296394.919801,2771223.589667,2013-09-03 16:06:32.65,121.459806,25.04845704
543,新莊區,思源路,中央分隔島,296395.310875,2771214.497195,2013-09-03 16:06:32.65,121.4598096,25.04837494
544,新莊區,思源路,中央分隔島,296394.528727,2771203.156046,2013-09-03 16:06:32.65,121.4598015,25.04827257
545,新莊區,思源路,中央分隔島,296392.573356,2771188.392999,2013-09-03 16:06:32.65,121.4597816,25.04813935
546,新莊區,思源路,中央分隔島,296395.506412,2771191.717129,2013-09-03 16:06:32.65,121.4598108,25.04816927
547,板橋區,文化路,人行道,297130.854145,2768183.162324,2013-09-03 16:06:32.65,121.4669955,25.02098518
548,新莊區,思源路,中央分隔島,296394.822032,2771156.61823,2013-09-03 16:06:32.65,121.4598028,25.04785242
549,新莊區,思源路,中央分隔島,296395.408643,2771140.975266,2013-09-03 16:06:32.65,121.4598081,25.04771118
550,新莊區,思源路,中央分隔島,296392.182282,2771143.908322,2013-09-03 16:06:32.65,121.4597762,25.04773775
551,新莊區,思源路,中央分隔島,296396.581866,2771090.037866,2013-09-03 16:06:32.65,121.459818,25.04725128
552,新莊區,思源路,中央分隔島,296392.96443,2771095.024061,2013-09-03 16:06:32.65,121.4597823,25.0472964
553,新莊區,思源路,中央分隔島,296393.844347,2771032.452207,2013-09-03 16:06:32.65,121.4597889,25.04673147
554,新莊區,思源路,中央分隔島,296394.430958,2771021.01329,2013-09-03 16:06:32.65,121.4597944,25.04662819
555,新莊區,思源路,中央分隔島,296394.33319,2771016.124864,2013-09-03 16:06:32.65,121.4597932,25.04658406
556,新莊區,思源路,中央分隔島,296397.657319,2771011.529743,2013-09-03 16:06:32.65,121.459826,25.04654247
557,新莊區,思源路,中央分隔島,296398.048393,2770974.182168,2013-09-03 16:06:32.65,121.4598286,25.04620528
558,板橋區,中山路,中央分隔島,298595.434161,2768092.576829,2013-09-03 16:06:32.65,121.4815037,25.02012109
559,板橋區,文化路,人行道,297093.52466,2768182.009289,2013-09-03 16:06:32.65,121.4666256,25.02097594
560,新莊區,思源路,中央分隔島,296394.528727,2770977.799603,2013-09-03 16:06:32.65,121.4597939,25.04623805
561,新莊區,思源路,中央分隔島,296394.822032,2770985.816622,2013-09-03 16:06:32.65,121.459797,25.04631042
562,新莊區,思源路,人行道,296385.240717,2770908.970564,2013-09-03 16:06:32.65,121.4596995,25.04561694
563,新莊區,思源路,人行道,296386.316171,2770851.482673,2013-09-03 16:06:32.65,121.4597082,25.04509791
564,新莊區,思源路,人行道,296386.316171,2770842.194663,2013-09-03 16:06:32.65,121.4597079,25.04501405
565,新莊區,思源路,人行道,296386.707245,2770798.78544,2013-09-03 16:06:32.65,121.4597103,25.04462214
566,新莊區,思源路,人行道,296386.511708,2770804.944856,2013-09-03 16:06:32.65,121.4597086,25.04467775
567,新莊區,思源路,人行道,296386.316171,2770816.774848,2013-09-03 16:06:32.65,121.4597071,25.04478456
568,新莊區,思源路,中央分隔島,296396.581866,2770841.412515,2013-09-03 16:06:32.65,121.4598096,25.04500668
569,新莊區,思源路,人行道,296391.942601,2770476.539464,2013-09-03 16:06:32.65,121.4597514,25.04171273
570,板橋區,文化路,人行道,297095.54247,2768185.468392,2013-09-03 16:06:32.65,121.4666457,25.0210071
571,新莊區,思源路,人行道,296419.389176,2771846.368157,2013-09-03 16:06:32.65,121.4600695,25.05407875
572,新莊區,思源路,人行道,296419.389176,2771852.29571,2013-09-03 16:06:32.65,121.4600697,25.05413226
573,新莊區,思源路,人行道,296419.510147,2771858.344234,2013-09-03 16:06:32.65,121.4600711,25.05418686
574,新莊區,思源路,人行道,296376.323689,2772105.486902,2013-09-03 16:06:32.65,121.4596514,25.0564194
575,永和區,林森路,人行道,302726.266051,2766231.698391,2013-09-03 16:06:32.65,121.5223613,25.0031829
576,永和區,林森路,人行道,302734.503482,2766237.461293,2013-09-03 16:06:32.65,121.5224432,25.00323464
577,永和區,林森路,人行道,302738.205673,2766239.457631,2013-09-03 16:06:32.65,121.5224799,25.00325254
578,永和區,林森路,人行道,302764.686841,2766256.764189,2013-09-03 16:06:32.65,121.5227429,25.00340786
579,永和區,林森路,人行道,302790.41989,2766247.673154,2013-09-03 16:06:32.65,121.5229975,25.00332489
580,永和區,林森路,人行道,302773.402463,2766262.192789,2013-09-03 16:06:32.65,121.5228295,25.00345657
581,板橋區,文化路,人行道,297098.425056,2768189.792271,2013-09-03 16:06:32.65,121.4666744,25.02104605
582,永和區,林森路,人行道,302802.199129,2766255.788605,2013-09-03 16:06:32.65,121.5231145,25.00339775
583,永和區,林森路,人行道,302809.20213,2766286.156964,2013-09-03 16:06:32.65,121.5231851,25.00367167
584,永和區,林森路,人行道,302795.284698,2766277.304993,2013-09-03 16:06:32.65,121.5230468,25.00359224
585,永和區,林森路,人行道,302831.526757,2766300.853695,2013-09-03 16:06:32.65,121.5234068,25.00380357
586,永和區,林森路,人行道,302877.17613,2766330.133683,2013-09-03 16:06:32.65,121.5238601,25.00406632
587,永和區,林森路,人行道,302873.473152,2766327.28172,2013-09-03 16:06:32.65,121.5238233,25.0040407
588,永和區,林森路,人行道,302886.302494,2766335.778806,2013-09-03 16:06:32.65,121.5239508,25.00411696
589,永和區,林森路,人行道,302863.966609,2766321.899171,2013-09-03 16:06:32.65,121.523729,25.00399244
590,永和區,林森路,人行道,302859.688665,2766319.364093,2013-09-03 16:06:32.65,121.5236865,25.0039697
591,永和區,林森路,人行道,302855.252278,2766316.51213,2013-09-03 16:06:32.65,121.5236424,25.00394411
592,板橋區,文化路,人行道,297101.307642,2768194.404408,2013-09-03 16:06:32.65,121.4667032,25.0210876
593,永和區,林森路,人行道,302867.927669,2766324.592691,2013-09-03 16:06:32.65,121.5237683,25.00401662
594,永和區,林森路,人行道,302913.876187,2766326.786451,2013-09-03 16:06:32.65,121.5242236,25.00403482
595,永和區,林森路,人行道,302904.730845,2766321.709314,2013-09-03 16:06:32.65,121.5241328,25.0039893
596,永和區,林森路,人行道,302888.5618,2766311.278776,2013-09-03 16:06:32.65,121.5239722,25.0038957
597,永和區,林森路,人行道,302872.284222,2766301.497263,2013-09-03 16:06:32.65,121.5238106,25.00380796
598,永和區,林森路,人行道,302867.863761,2766298.546886,2013-09-03 16:06:32.65,121.5237667,25.00378148
599,永和區,林森路,人行道,302859.463864,2766292.513416,2013-09-03 16:06:32.65,121.5236832,25.0037273
600,永和區,林森路,人行道,302863.486178,2766295.659804,2013-09-03 16:06:32.65,121.5237232,25.00375557
601,永和區,林森路,人行道,302854.555416,2766289.250646,2013-09-03 16:06:32.65,121.5236345,25.00369802
602,永和區,林森路,人行道,302845.606277,2766282.82311,2013-09-03 16:06:32.65,121.5235456,25.0036403
603,板橋區,文化路,人行道,297104.190227,2768198.728286,2013-09-03 16:06:32.65,121.4667319,25.02112654
604,永和區,林森路,人行道,302849.516297,2766285.516226,2013-09-03 16:06:32.65,121.5235844,25.00366448
605,永和區,林森路,中央分隔島,302808.890776,2766270.77816,2013-09-03 16:06:32.65,121.5231814,25.00353284
606,永和區,林森路,中央分隔島,302806.85716,2766269.422416,2013-09-03 16:06:32.65,121.5231612,25.00352067
607,永和區,林森路,中央分隔島,302810.767364,2766271.88535,2013-09-03 16:06:32.65,121.5232,25.00354277
608,永和區,林森路,中央分隔島,302812.66816,2766273.139363,2013-09-03 16:06:32.65,121.5232189,25.00355402
609,永和區,林森路,中央分隔島,302824.172589,2766280.286198,2013-09-03 16:06:32.65,121.5233331,25.00361814
610,永和區,林森路,中央分隔島,302822.32434,2766279.285759,2013-09-03 16:06:32.65,121.5233148,25.00360918
611,永和區,林森路,中央分隔島,302818.718119,2766276.425174,2013-09-03 16:06:32.65,121.523279,25.00358348
612,永和區,林森路,中央分隔島,302816.581295,2766275.394385,2013-09-03 16:06:32.65,121.5232577,25.00357425
613,永和區,林森路,中央分隔島,302814.704207,2766274.318654,2013-09-03 16:06:32.65,121.5232391,25.0035646
614,板橋區,文化路,人行道,297110.531916,2768207.808431,2013-09-03 16:06:32.65,121.466795,25.02120832
615,永和區,林森路,中央分隔島,302826.394958,2766281.784782,2013-09-03 16:06:32.65,121.5233552,25.0036316
616,永和區,林森路,中央分隔島,302834.18424,2766287.316863,2013-09-03 16:06:32.65,121.5234326,25.00368127
617,永和區,林森路,中央分隔島,302836.243282,2766288.724186,2013-09-03 16:06:32.65,121.523453,25.0036939
618,永和區,林森路,中央分隔島,302838.104463,2766289.769643,2013-09-03 16:06:32.65,121.5234715,25.00370328
619,永和區,林森路,中央分隔島,302840.015115,2766290.996033,2013-09-03 16:06:32.65,121.5234905,25.00371428
620,永和區,林森路,中央分隔島,302841.734038,2766292.238955,2013-09-03 16:06:32.65,121.5235076,25.00372544
621,永和區,林森路,中央分隔島,302843.348829,2766293.320294,2013-09-03 16:06:32.65,121.5235236,25.00373515
622,永和區,林森路,中央分隔島,302845.43468,2766294.582809,2013-09-03 16:06:32.65,121.5235443,25.00374647
623,永和區,林森路,中央分隔島,302847.270801,2766295.679309,2013-09-03 16:06:32.65,121.5235626,25.00375631
624,永和區,林森路,中央分隔島,302849.062117,2766297.166448,2013-09-03 16:06:32.65,121.5235804,25.00376967
625,板橋區,文化路,人行道,297112.549726,2768212.564698,2013-09-03 16:06:32.65,121.4668152,25.0212512
626,永和區,林森路,中央分隔島,302852.259318,2766299.031931,2013-09-03 16:06:32.65,121.5236121,25.0037864
627,永和區,林森路,中央分隔島,302857.774959,2766302.477806,2013-09-03 16:06:32.65,121.5236669,25.00381732
628,永和區,林森路,中央分隔島,302861.236255,2766304.928636,2013-09-03 16:06:32.65,121.5237013,25.00383932
629,永和區,林森路,中央分隔島,302859.388401,2766303.799086,2013-09-03 16:06:32.65,121.5236829,25.00382919
630,永和區,林森路,中央分隔島,302866.053444,2766307.890387,2013-09-03 16:06:32.65,121.5237491,25.00386589
631,永和區,林森路,中央分隔島,302876.215757,2766314.543836,2013-09-03 16:06:32.65,121.52385,25.00392561
632,永和區,林森路,中央分隔島,302877.748448,2766315.645344,2013-09-03 16:06:32.65,121.5238653,25.0039355
633,永和區,林森路,中央分隔島,302879.400318,2766316.745659,2013-09-03 16:06:32.65,121.5238817,25.00394537
634,永和區,林森路,中央分隔島,302880.818946,2766317.769822,2013-09-03 16:06:32.65,121.5238958,25.00395457
635,永和區,林森路,中央分隔島,302882.477642,2766318.78976,2013-09-03 16:06:32.65,121.5239122,25.00396372
636,板橋區,文化路,人行道,297114.711665,2768216.312059,2013-09-03 16:06:32.65,121.4668367,25.02128496
637,永和區,林森路,中央分隔島,302884.090859,2766319.791496,2013-09-03 16:06:32.65,121.5239282,25.00397271
638,永和區,林森路,中央分隔島,302886.380473,2766321.141944,2013-09-03 16:06:32.65,121.523951,25.00398482
639,永和區,林森路,中央分隔島,302888.032827,2766321.844283,2013-09-03 16:06:32.65,121.5239674,25.0039911
640,永和區,林森路,中央分隔島,302890.168273,2766322.829348,2013-09-03 16:06:32.65,121.5239886,25.00399992
641,永和區,林森路,中央分隔島,302854.224837,2766299.974837,2013-09-03 16:06:32.65,121.5236316,25.00379485
642,永和區,林森路,中央分隔島,302855.934897,2766301.094798,2013-09-03 16:06:32.65,121.5236486,25.0038049
643,永和區,林森路,中央分隔島,302867.88397,2766309.022411,2013-09-03 16:06:32.65,121.5237673,25.00387605
644,永和區,林森路,中央分隔島,302869.500774,2766310.030728,2013-09-03 16:06:32.65,121.5237833,25.0038851
645,永和區,林森路,中央分隔島,302870.962222,2766311.110955,2013-09-03 16:06:32.65,121.5237978,25.0038948
646,永和區,林森路,中央分隔島,302874.366152,2766313.437218,2013-09-03 16:06:32.65,121.5238317,25.00391568
647,板橋區,文化路,人行道,297116.585346,2768220.059421,2013-09-03 16:06:32.65,121.4668554,25.02131874
648,永和區,林森路,中央分隔島,302828.553203,2766283.416453,2013-09-03 16:06:32.65,121.5233767,25.00364625
649,永和區,林森路,中央分隔島,302830.538647,2766284.841003,2013-09-03 16:06:32.65,121.5233964,25.00365904
650,永和區,林森路,中央分隔島,302832.29506,2766285.945149,2013-09-03 16:06:32.65,121.5234138,25.00366895
651,永和區,林森路,人行道,302841.50715,2766307.385741,2013-09-03 16:06:32.65,121.5235059,25.00386219
652,永和區,林森路,中央分隔島,302872.620803,2766312.27999,2013-09-03 16:06:32.65,121.5238143,25.00390529
653,永和區,林森路,中央分隔島,302864.369349,2766306.77676,2013-09-03 16:06:32.65,121.5237324,25.0038559
654,永和區,林森路,中央分隔島,302862.839409,2766305.786799,2013-09-03 16:06:32.65,121.5237172,25.00384702
655,永和區,林森路,中央分隔島,302850.779881,2766298.047102,2013-09-03 16:06:32.65,121.5235974,25.00377756
656,永和區,林森路,中央分隔島,302820.451068,2766277.797895,2013-09-03 16:06:32.65,121.5232962,25.00359581
657,永和區,永和路,人行道,301791.814144,2766451.276182,2013-09-03 16:06:32.65,121.5131122,25.00519748
658,板橋區,文化路,人行道,297119.179673,2768224.527428,2013-09-03 16:06:32.65,121.4668813,25.02135899
659,永和區,永和路,人行道,301791.523039,2766456.381837,2013-09-03 16:06:32.65,121.5131095,25.00524358
660,永和區,永和路,人行道,301791.14983,2766460.688788,2013-09-03 16:06:32.65,121.513106,25.00528248
661,永和區,永和路,人行道,301772.55609,2766453.836499,2013-09-03 16:06:32.65,121.5129215,25.00522125
662,永和區,永和路,人行道,301773.892208,2766476.744681,2013-09-03 16:06:32.65,121.5129356,25.00542802
663,永和區,永和路,人行道,301773.220404,2766488.530929,2013-09-03 16:06:32.65,121.5129294,25.00553445
664,永和區,永和路,人行道,301772.936788,2766496.68203,2013-09-03 16:06:32.65,121.5129269,25.00560805
665,永和區,永和路,人行道,301790.731825,2766465.077843,2013-09-03 16:06:32.65,121.513102,25.00532211
666,永和區,永和路,人行道,301786.007219,2766520.523494,2013-09-03 16:06:32.65,121.5130573,25.00582284
667,永和區,永和路,人行道,301787.360608,2766499.045474,2013-09-03 16:06:32.65,121.5130699,25.00562889
668,永和區,永和路,人行道,301786.639836,2766506.798564,2013-09-03 16:06:32.65,121.513063,25.00569891
669,板橋區,中山路,中央分隔島,298613.951457,2768105.612031,2013-09-03 16:06:32.65,121.4816876,25.02023817
670,板橋區,文化路,人行道,297144.402298,2768206.799526,2013-09-03 16:06:32.65,121.4671306,25.02119816
671,永和區,永和路,人行道,301788.972411,2766480.256174,2013-09-03 16:06:32.65,121.5130852,25.0054592
672,永和區,永和路,人行道,301788.251638,2766487.848489,2013-09-03 16:06:32.65,121.5130783,25.00552777
673,永和區,永和路,人行道,301787.606918,2766494.968056,2013-09-03 16:06:32.65,121.5130722,25.00559207
674,永和區,永和路,人行道,301769.716588,2766538.654499,2013-09-03 16:06:32.65,121.5128966,25.00598708
675,永和區,永和路,人行道,301770.133665,2766536.030568,2013-09-03 16:06:32.65,121.5129006,25.00596338
676,永和區,永和路,人行道,301770.310994,2766533.009244,2013-09-03 16:06:32.65,121.5129023,25.0059361
677,永和區,永和路,人行道,301770.905399,2766528.539677,2013-09-03 16:06:32.65,121.512908,25.00589573
678,永和區,永和路,人行道,301771.15827,2766521.459302,2013-09-03 16:06:32.65,121.5129102,25.0058318
679,永和區,永和路,人行道,301771.897197,2766516.08004,2013-09-03 16:06:32.65,121.5129173,25.00578321
680,永和區,永和路,人行道,301772.156629,2766510.756636,2013-09-03 16:06:32.65,121.5129197,25.00573514
681,板橋區,文化路,人行道,297147.573142,2768211.699922,2013-09-03 16:06:32.65,121.4671622,25.0212423
682,永和區,永和路,人行道,301769.450595,2766545.728313,2013-09-03 16:06:32.65,121.5128942,25.00605095
683,永和區,永和路,人行道,301769.703465,2766550.444189,2013-09-03 16:06:32.65,121.5128969,25.00609352
684,永和區,永和路,人行道,301769.128744,2766558.890704,2013-09-03 16:06:32.65,121.5128915,25.0061698
685,永和區,永和路,人行道,301768.123823,2766579.872398,2013-09-03 16:06:32.65,121.5128823,25.00635925
686,永和區,永和路,人行道,301768.139735,2766585.68842,2013-09-03 16:06:32.65,121.5128827,25.00641176
687,永和區,永和路,人行道,301783.548926,2766650.423279,2013-09-03 16:06:32.65,121.5130378,25.00699566
688,永和區,永和路,人行道,301772.169752,2766621.343167,2013-09-03 16:06:32.65,121.512924,25.00673351
689,永和區,永和路,人行道,301786.583373,2766655.48069,2013-09-03 16:06:32.65,121.5130681,25.00704121
690,永和區,永和路,人行道,301789.87069,2766658.768007,2013-09-03 16:06:32.65,121.5131007,25.00707078
691,永和區,永和路,人行道,301801.64243,2766650.541759,2013-09-03 16:06:32.65,121.5132171,25.00699611
692,板橋區,文化路,人行道,297150.599857,2768217.465093,2013-09-03 16:06:32.65,121.4671923,25.02129426
693,永和區,永和路,人行道,301797.709677,2766668.629959,2013-09-03 16:06:32.65,121.5131788,25.00715955
694,永和區,永和路,人行道,301801.249864,2766673.687369,2013-09-03 16:06:32.65,121.513214,25.00720508
695,永和區,永和路,人行道,301817.331011,2766691.001046,2013-09-03 16:06:32.65,121.513374,25.00736084
696,永和區,永和路,人行道,301818.832323,2766696.822372,2013-09-03 16:06:32.65,121.5133891,25.00741335
697,永和區,永和路,人行道,301837.666444,2766714.619581,2013-09-03 16:06:32.65,121.5135764,25.00757337
698,永和區,永和路,人行道,301841.774785,2766718.91838,2013-09-03 16:06:32.65,121.5136172,25.00761204
699,永和區,永和路,人行道,301852.552989,2766732.859077,2013-09-03 16:06:32.65,121.5137245,25.00773753
700,永和區,永和路,人行道,301864.943646,2766773.824105,2013-09-03 16:06:32.65,121.5138488,25.00810694
701,永和區,永和路,人行道,301874.838414,2766814.789133,2013-09-03 16:06:32.65,121.5139484,25.00847643
702,永和區,永和路,人行道,301876.953386,2766823.071449,2013-09-03 16:06:32.65,121.5139697,25.00855113
703,板橋區,文化路,人行道,297155.500253,2768225.536333,2013-09-03 16:06:32.65,121.4672412,25.02136697
704,永和區,永和路,人行道,301886.595284,2766861.570184,2013-09-03 16:06:32.65,121.5140666,25.00889837
705,永和區,永和路,人行道,301893.074689,2766885.592885,2013-09-03 16:06:32.65,121.5141317,25.00911503
706,永和區,永和路,人行道,301893.990942,2766889.701226,2013-09-03 16:06:32.65,121.514141,25.00915209
707,永和區,永和路,人行道,301906.506423,2766938.981387,2013-09-03 16:06:32.65,121.5142668,25.00959656
708,永和區,永和路,人行道,301916.434008,2766977.22403,2013-09-03 16:06:32.65,121.5143666,25.00994147
709,永和區,永和路,人行道,301920.732807,2767006.340181,2013-09-03 16:06:32.65,121.5144103,25.01020419
710,永和區,永和路,人行道,301899.363635,2766911.385681,2013-09-03 16:06:32.65,121.514195,25.00934767
711,永和區,永和路,人行道,301901.767516,2766920.83712,2013-09-03 16:06:32.65,121.5142192,25.00943291
712,永和區,永和路,人行道,301896.076318,2766898.141183,2013-09-03 16:06:32.65,121.5141619,25.00922821
713,永和區,永和路,人行道,301890.5788,2766874.371352,2013-09-03 16:06:32.65,121.5141066,25.0090138
714,板橋區,文化路,人行道,297125.665491,2768238.940357,2013-09-03 16:06:32.65,121.466946,25.02148891
715,永和區,永和路,人行道,301891.524649,2766878.640556,2013-09-03 16:06:32.65,121.5141161,25.00905231
716,永和區,永和路,人行道,301888.365377,2766866.532365,2013-09-03 16:06:32.65,121.5140843,25.00894311
717,永和區,永和路,人行道,301773.434105,2766481.853852,2013-09-03 16:06:32.65,121.5129313,25.00547416
718,永和區,永和路,人行道,301783.289494,2766550.545976,2013-09-03 16:06:32.65,121.5130315,25.00609398
719,永和區,永和路,人行道,301783.466823,2766545.672455,2013-09-03 16:06:32.65,121.5130331,25.00604997
720,永和區,永和路,人行道,301786.406044,2766511.232936,2013-09-03 16:06:32.65,121.5130609,25.00573895
721,永和區,永和路,人行道,301786.317379,2766516.181998,2013-09-03 16:06:32.65,121.5130602,25.00578363
722,永和區,永和路,人行道,301784.963582,2766578.758348,2013-09-03 16:06:32.65,121.5130491,25.00634862
723,永和區,永和路,人行道,301786.125367,2766609.484771,2013-09-03 16:06:32.65,121.5130618,25.00662598
724,永和區,永和路,人行道,301784.081187,2766587.555778,2013-09-03 16:06:32.65,121.5130407,25.00642807
725,板橋區,文化路,人行道,297172.075121,2768250.903088,2013-09-03 16:06:32.65,121.4674063,25.02159547
726,永和區,永和路,人行道,301784.075883,2766583.294106,2013-09-03 16:06:32.65,121.5130405,25.0063896
727,永和區,永和路,人行道,301783.823012,2766595.716586,2013-09-03 16:06:32.65,121.5130385,25.00650176
728,永和區,永和路,人行道,301784.463145,2766599.601604,2013-09-03 16:06:32.65,121.513045,25.00653681
729,永和區,永和路,人行道,301785.108581,2766603.507838,2013-09-03 16:06:32.65,121.5130515,25.00657205
730,永和區,永和路,人行道,301787.142153,2766612.234523,2013-09-03 16:06:32.65,121.513072,25.00665077
731,永和區,永和路,人行道,301793.927226,2766638.167014,2013-09-03 16:06:32.65,121.5131402,25.00688466
732,永和區,永和路,人行道,301791.909566,2766632.221904,2013-09-03 16:06:32.65,121.51312,25.00683105
733,永和區,永和路,人行道,301790.40295,2766626.911623,2013-09-03 16:06:32.65,121.5131048,25.00678316
734,永和區,永和路,人行道,301788.132419,2766617.415718,2013-09-03 16:06:32.65,121.513082,25.00669751
735,永和區,永和路,人行道,301773.315625,2766627.035406,2013-09-03 16:06:32.65,121.5129355,25.00678486
736,板橋區,文化路,人行道,297175.822482,2768257.821293,2013-09-03 16:06:32.65,121.4674436,25.02165781
737,永和區,永和路,人行道,301795.950191,2766643.079426,2013-09-03 16:06:32.65,121.5131604,25.00692894
738,永和區,永和路,人行道,301807.582236,2766657.627438,2013-09-03 16:06:32.65,121.5132762,25.00705988
739,永和區,永和路,人行道,301830.314065,2766680.364571,2013-09-03 16:06:32.65,121.5135022,25.00726437
740,永和區,永和路,人行道,301808.58311,2766680.514874,2013-09-03 16:06:32.65,121.5132869,25.00726647
741,永和區,永和路,人行道,301816.64135,2766665.798854,2013-09-03 16:06:32.65,121.5133662,25.00713334
742,永和區,永和路,人行道,301826.789789,2766676.990598,2013-09-03 16:06:32.65,121.5134672,25.00723403
743,永和區,永和路,人行道,301823.679294,2766673.606017,2013-09-03 16:06:32.65,121.5134362,25.00720358
744,永和區,永和路,人行道,301820.28941,2766669.963262,2013-09-03 16:06:32.65,121.5134025,25.00717081
